name,partisan_score,hashtags
John Garamendi,0,{'Syria'}
Earl Blumenauer,0,"{'FoodAndFarmAct', 'FixTheFarmBill'}"
Earl Blumenauer,0,{'FarmBill'}
Earl Blumenauer,0,"{'FoodAndFarmAct', 'FixTheFarmBill'}"
Earl Blumenauer,0,{'FarmBill'}
Earl Blumenauer,0,"{'FoodAndFarmAct', 'FixTheFarmBill'}"
Ted Yoho,1,"{'2018FarmBill', 'SNAP'}"
Will Hurd,1,"{'ProtectDreamers', 'QueenOfTheHill'}"
Earl Blumenauer,0,"{'FoodAndFarmAct', 'FixTheFarmBill'}"
Mike Quigley,0,{'flooding'}
Robin Kelly,0,{'NMQFSUMMIT2018'}
Jackie Speier,0,{'GunViolence'}
Earl Blumenauer,0,{'FarmBill'}
Ted Yoho,1,"{'2014FarmBill', 'farmbill'}"
Ted Yoho,1,{'2018FarmBill'}
David Scott,0,{'SNAP'}
Earl Blumenauer,0,"{'FoodAndFarmAct', 'FixTheFarmBill'}"
Earl Blumenauer,0,{'FarmBill'}
Ted Yoho,1,{'2018FarmBill'}
Ted Yoho,1,{'SNAP'}
Earl Blumenauer,0,{'FarmBill'}
Ted Yoho,1,"{'2018FarmBill', 'SNAP'}"
Nancy Pelosi,0,"{'HouseAg', 'FarmBill'}"
Mike Rogers,1,"{'2018FarmBill', 'SNAP', 'Ag', 'AL03'}"
Sean Patrick Maloney,0,{'PurpleHeart'}
Albio Sires,0,{'Israel70'}
Nancy Pelosi,0,"{'PuertoRico', 'HurricaneMaria'}"
Mike Rogers,1,"{'2018FarmBill', 'Ag', 'AL03'}"
Scott DesJarlais,1,{'2018FarmBill'}
Judy Chu,0,{'GRAMMYsOnTheHill'}
Mike Rogers,1,"{'2018FarmBill', 'SNAPmatters', 'Ag', 'AL03'}"
Mike Quigley,0,{'TrumpBudget'}
Steve Scalise,1,{'SNAP'}
Katherine Clark,0,"{'HeadStart', 'Childcare', 'earlyed', 'ECE', 'SavetheChildrenActionNetwork'}"
Ruben Gallego,0,{'NorthKorea'}
Nancy Pelosi,0,"{'2018FarmBill', 'Agriculture'}"
Grace Meng,0,"{'2020Census', 'census'}"
Mario Diaz-Balart,1,{'libertad'}
Mario Diaz-Balart,1,{'libertad'}
Mark Takano,0,{'ChartDay'}
Judy Chu,0,"{'PollutingPruitt', 'BootPruitt'}"
Brenda Lawrence,0,{'SaveTPS'}
Bill Foster,0,"{'climatechange', 'BootPruitt'}"
Markwayne Mullin,1,{'trade'}
David Rouzer,1,"{'2018FarmBill', 'BREAKING', 'ag', 'FarmBill'}"
Mario Diaz-Balart,1,{'Israel70'}
Richard Hudson,1,"{'SBPoffset', 'Chapter61', 'milbenefits'}"
Bennie G. Thompson,0,{'2018FarmBill'}
Jackie Walorski,1,{'Restaurants2018'}
Tom Reed,1,"{'NewYork', 'MOAAStorms'}"
Steve Cohen,0,{'Memphis'}
Bennie G. Thompson,0,"{'MS02', '2018FarmBill'}"
Albio Sires,0,{'BootPruitt'}
Mark DeSaulnier,0,"{'PollutingPruitt', 'BootPruitt'}"
Tom Emmer,1,{'Israel70'}
Scott DesJarlais,1,"{'Resistance', 'Obstruction'}"
Nancy Pelosi,0,{'BootPruitt'}
Tom Graves,1,{'IRS'}
Steve Stivers,1,"{'SocialSecurityMonth', 'FinancialLiteracyMonth'}"
Tom Emmer,1,"{'2018FarmBill', 'STRESS'}"
Robin Kelly,0,{'SB1657'}
Adam Kinzinger,1,{'InvestInKids'}
Rob Woodall,1,"{'TaxDay', 'FairTax', 'FairTaxMeansFreedom', 'HR25'}"
Jeff Fortenberry,1,{'yazidi'}
José E. Serrano,0,"{'District16', 'Bronx'}"
Kevin McCarthy,1,"{'taxreform', 'PA'}"
Susan W. Brooks,1,{'Restaurants2018'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Judy Chu,0,{'MusicModernizationAct'}
Lloyd Doggett,0,{'UTAustin'}
Susan W. Brooks,1,"{'Hoosiers', 'publichealth'}"
Susan W. Brooks,1,{'lawenforcement'}
Susan W. Brooks,1,{'SubHealth'}
Joe Wilson,1,"{'Israel70', 'OnThisDay'}"
Jim Cooper,0,"{'loobybombing', 'northnashville'}"
Scott DesJarlais,1,{'TaxReform'}
Thomas Massie,1,{'sassywithmassie'}
Ruben Gallego,0,{'ArcticRefuge'}
Susan W. Brooks,1,{'5G'}
Mark Walker,1,{'PastorBrunson'}
Markwayne Mullin,1,{'OK'}
Nancy Pelosi,0,{'SNAP'}
Marcy Kaptur,0,{'ProtectMueller'}
Kathleen Rice,0,{'YomHaAtzmaut'}
Mark Walker,1,{'TaxReform'}
Judy Chu,0,"{'ProtectTPS', 'SaveTPS', 'TPS', 'NepalTPS'}"
Bill Johnson,1,{'Facebook'}
Mike Kelly,1,"{'bankingRC', 'Auspol'}"
Steve Cohen,0,"{'Warsaw', 'Jewish'}"
Mike Quigley,0,{'immigration'}
Nancy Pelosi,0,"{'Comey', 'FollowTheFacts'}"
Steve Cohen,0,"{'FAA', 'airtravel'}"
Joaquin Castro,0,{'NationalWalkoutDay'}
Ted Yoho,1,{'GilchristStrong'}
Rosa DeLauro,0,{'Torrington'}
Joyce Beatty,0,{'BiketoWorkDay'}
Scott DesJarlais,1,{'STEM'}
Scott DesJarlais,1,"{'STEMRising', 'STEM'}"
Katherine Clark,0,"{'EnoughisEnough', 'Columbine', 'Newtown', 'Parkland', 'NationalSchoolWalkout', 'DemandAction'}"
Joaquin Castro,0,{'txlege'}
Eliot Engel,0,"{'EndGunViolence', 'NY16', 'ColumbineHighSchool', 'NationalSchoolWalkout'}"
Judy Chu,0,"{'Columbine', 'ParklandStudents'}"
Albio Sires,0,"{'SOSINSS', 'NicaraguaSOS'}"
John Lewis,0,{'NationalSchoolWalkout'}
Robin Kelly,0,"{'VirginiaTech', 'MSD', 'SandyHook', 'NationalSchoolWalkout', 'NeverAgain'}"
Robin Kelly,0,"{'NationalSchoolWalkout', 'HonorWithAction'}"
Alcee L. Hastings,0,{'DeepwaterHorizon'}
Richard Hudson,1,{'militarykids'}
Rosa DeLauro,0,{'NationalSchoolWalkout'}
Jeff Fortenberry,1,{'GBR'}
Suzanne Bonamici,0,"{'GunViolencePrevention', 'Columbine'}"
Suzanne Bonamici,0,{'ProtectOurSchools'}
Seth Moulton,0,{'NationalWalkoutDay'}
Mike Kelly,1,{'climateaction'}
Ken Calvert,1,{'USA3'}
Richard Hudson,1,{'TaxReform'}
Sheila Jackson Lee,0,{'PvamuInauguration'}
Suzanne Bonamici,0,"{'DeepwaterDisaster', 'ProtectOurCoast'}"
Jackie Speier,0,{'ArmenianGenocide'}
Steve Cohen,0,"{'marijuana', '420day'}"
Mike Kelly,1,"{'solar', 'VRET', 'Tesla'}"
Scott DesJarlais,1,{'HouseAg'}
Steve Cohen,0,{'Annapolis'}
Nancy Pelosi,0,{'GOPTaxScam'}
Sean Patrick Maloney,0,{'NationalParkWeek'}
Steve Cohen,0,{'Barbara_Bush'}
Mario Diaz-Balart,1,{'SWFL'}
Katherine Clark,0,{'GOPTaxScam'}
Kevin McCarthy,1,{'TaxReform'}
Nancy Pelosi,0,{'JohnMuirDay'}
Joaquin Castro,0,"{'SanAntonio', 'environment', 'solar', 'Texas', 'EarthDay2018'}"
Bobby L. Rush,0,{'EarthDay'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Sean Patrick Maloney,0,"{'NetNeutrality', 'GOP', 'BREAKING', 'RT'}"
Richard Hudson,1,{'earthday2018'}
Richard Hudson,1,{'EarthDay'}
Suzanne Bonamici,0,"{'EarthDay', 'ouroceans', 'ActonClimate', 'cleanwater', 'cleanair'}"
John Lewis,0,"{'EarthDay', 'goodtrouble'}"
Kevin McCarthy,1,"{'OpportunityZones', 'TaxReform'}"
Ruben Gallego,0,{'DemsAtWork'}
Bill Foster,0,"{'climatechange', 'EarthDay', 'EarthDay2018'}"
Lloyd Doggett,0,{'gunsafety'}
Kevin McCarthy,1,{'IRS'}
Seth Moulton,0,{'EarthDay'}
Steve Cohen,0,{'Health'}
Steve Cohen,0,{'Barbara_Bush'}
Steve Cohen,0,"{'Nashville', 'gun'}"
Louie Gohmert,1,"{'Russia', 'FBI'}"
Joyce Beatty,0,"{'FLM2018', 'TipOfTheDay'}"
Katherine Clark,0,{'Massachusetts'}
Marcy Kaptur,0,{'Watch'}
Joyce Beatty,0,{'Watch'}
Joaquin Castro,0,{'TX20'}
Tom Reed,1,{'TownHall'}
Sean Patrick Maloney,0,{'NetNeutrality'}
Kevin McCarthy,1,{'Trump'}
Rosa DeLauro,0,"{'PROSPERAct', 'StandwithStudents', 'TrumpBudget', 'GOPTaxScam'}"
Susan W. Brooks,1,{'TaxReform'}
Brian Higgins,0,{'BroadwayFillmore'}
Dina Titus,0,{'NetNeutralty'}
Martha Roby,1,{'FarmBill'}
Scott DesJarlais,1,"{'2018farmbill', 'SNAP'}"
Martha Roby,1,{'FarmBill'}
Mike Kelly,1,"{'AnzacDay', 'YourADF'}"
Mark Walker,1,{'BREAKING'}
Randy Weber,1,{'TheRealDonaldTrump'}
Sheila Jackson Lee,0,"{'bush41', 'GeorgeHWBush', 'bush43', 'gwblibrary'}"
Lloyd Doggett,0,{'StopChildAbuse'}
Brian Higgins,0,{'Toronto'}
Nancy Pelosi,0,"{'PelosiAtGU', 'ABetterDeal'}"
Nancy Pelosi,0,{'PelosiAtGU'}
Nancy Pelosi,0,"{'NetNeutrality', 'PelosiAtGU'}"
Ken Calvert,1,{'TorontoStrong'}
Scott DesJarlais,1,{'TakeBackDay'}
Steve Cohen,0,{'JamesShawJr'}
Mario Diaz-Balart,1,{'Nicaragua'}
Joyce Beatty,0,{'NationalParkWeek'}
John Garamendi,0,{'ABetterDeal'}
Jeff Fortenberry,1,{'vets'}
Steve Scalise,1,{'ProLife'}
Jeff Fortenberry,1,{'Macron'}
Ken Calvert,1,{'IranDeal'}
Jackie Walorski,1,{'TaxDay'}
Susan W. Brooks,1,{'TaxCutsandJobsAct'}
Seth Moulton,0,"{'AZ08', 'November6th'}"
Thomas Massie,1,"{'sassywithmassie', 'easybreathing'}"
Seth Moulton,0,{'IranDeal'}
Seth Moulton,0,{'IranDeal'}
Hakeem Jeffries,0,{'EndMassIncarceration'}
Dina Titus,0,{'NeverthelessShePersisted'}
Joaquin Castro,0,"{'Macron', 'IranDeal'}"
Kevin McCarthy,1,{'taxreform'}
Kevin McCarthy,1,{'Erie'}
Katherine Clark,0,"{'TY', 'DNADay18', 'MA5', 'NationalDNADay'}"
Matt Cartwright,0,{'DontForgetFlint'}
Joe Wilson,1,"{'NDAA', 'FY19NDAA'}"
Dina Titus,0,"{'EndViolence', 'CFundSummit', 'CapitolHill'}"
Marcy Kaptur,0,{'DrainTheSwamp'}
Joyce Beatty,0,{'GOPTaxBill'}
Markwayne Mullin,1,"{'Subhealth', 'opioidcrisis'}"
Susan W. Brooks,1,"{'Subhealth', 'opioidcrisis'}"
John Garamendi,0,"{'ABetterDeal', 'TaxScam'}"
Suzanne Bonamici,0,"{'ACTCaucus', 'AARP2018'}"
Suzanne Bonamici,0,{'DontForgetFlint'}
Bill Foster,0,{'DontForgetFlint'}
Dina Titus,0,"{'AARP18', 'Thankyouthankyouverymuch'}"
Sean Patrick Maloney,0,{'DontForgetFlint'}
Sean Patrick Maloney,0,"{'Flint', 'humanright', 'drinkingwater'}"
John Garamendi,0,{'ABetterDeal'}
Thomas Massie,1,{'sassywithmassie'}
John Garamendi,0,{'TaxScam'}
John Garamendi,0,{'ABetterDeal'}
Richard Hudson,1,"{'SubHealth', 'opioidcrisis'}"
Joaquin Castro,0,"{'Macron', 'IranDeal'}"
Mike Quigley,0,"{'PollutingPruitt', 'climatechange', 'EPA'}"
Will Hurd,1,"{'SupportOurTroops', 'NationalSecurityNeeds', 'SAT2DCA'}"
Steve Scalise,1,{'DEATakeBack'}
Robin Kelly,0,{'EndGunViolence'}
Joaquin Castro,0,"{'Syria', 'Assad', 'SyriaStrikes'}"
Thomas Massie,1,{'brassywithmassie'}
Louie Gohmert,1,"{'Mueller', 'Comey'}"
David Rouzer,1,"{'NC', 'WashingtonDC'}"
Steve Scalise,1,{'TakeBackDay'}
Eliot Engel,0,{'BootPruitt'}
Donald Norcross,0,{'PruittMustGo'}
Suzanne Bonamici,0,"{'ScottPruitt', 'BootPruitt'}"
Nancy Pelosi,0,{'CultureOfCorruption'}
Brenda Lawrence,0,{'CultureOfCorruption'}
Matt Cartwright,0,{'AARP2018'}
Earl Blumenauer,0,{'BootPruitt'}
Earl Blumenauer,0,{'BootPruitt'}
Earl Blumenauer,0,{'BootPruitt'}
Susan W. Brooks,1,"{'FAA', 'infrastructure'}"
Earl Blumenauer,0,{'BootPruitt'}
Earl Blumenauer,0,{'BootPruitt'}
Bill Foster,0,"{'climatechange', 'BootPruitt'}"
John Garamendi,0,{'TaxScam'}
Jeff Fortenberry,1,{'FAA'}
Joe Wilson,1,{'Turkey'}
Richard Hudson,1,{'GenX'}
Steve Cohen,0,{'FAA'}
Brian Higgins,0,{'Buffalo'}
Robin Kelly,0,{'HJC115'}
Mark Walker,1,{'Veterans'}
Nancy Pelosi,0,{'FollowTheFacts'}
Kathleen Rice,0,{'NoMuslimBanEver'}
Mike Quigley,0,"{'Tribune', 'Sinclair'}"
Mike Quigley,0,{'Sinclair'}
Steve Cohen,0,"{'Pruitt', 'EPA'}"
Jackie Speier,0,{'BootPruitt'}
Brian Higgins,0,"{'FrederickLawOlmsted', 'Buffalo'}"
Dina Titus,0,{'MikePompeo'}
Jeff Fortenberry,1,{'FAA'}
Sheila Jackson Lee,0,{'HR5476'}
Bill Johnson,1,{'TaxCutsandJobsAct'}
Eliot Engel,0,"{'ParisAgreement', 'BootPruitt'}"
Joe Wilson,1,{'TaxCutsandJobsAct'}
Marcy Kaptur,0,{'GreatLakes'}
Mario Diaz-Balart,1,"{'Actualidad', 'Nicaragua'}"
Grace Meng,0,{'globalhealth'}
Thomas Massie,1,"{'MakeWhigsGreatAgain', 'libertycurls'}"
Joaquin Castro,0,{'ASEAN'}
Kevin McCarthy,1,"{'FAA', 'infrastructure'}"
Steve Scalise,1,{'DidYouKnow'}
Kevin McCarthy,1,{'HR4'}
Nancy Pelosi,0,{'ABetterDeal'}
Brenda Lawrence,0,{'ABetterDeal'}
Markwayne Mullin,1,{'SubDCCP'}
Adam Kinzinger,1,{'SubDCCP'}
Katherine Clark,0,"{'MA', 'StandWithPP'}"
Nancy Pelosi,0,{'ABetterDeal'}
Nancy Pelosi,0,{'ABetterDeal'}
Suzanne Bonamici,0,"{'EndPolio', 'VaccinesWork'}"
Seth Moulton,0,{'Annapolis'}
Susan W. Brooks,1,{'TakeBackDay'}
Bill Foster,0,{'ABetterDeal'}
Scott DesJarlais,1,{'TaxCuts'}
Jackie Speier,0,{'TakeBackDay'}
Rosa DeLauro,0,"{'VaccinesWork', 'polio'}"
Scott DesJarlais,1,{'opioidcrisis'}
Eliot Engel,0,{'FDNY'}
Suzanne Bonamici,0,{'ABetterDeal'}
Eliot Engel,0,{'LGBTQ'}
Steve Cohen,0,{'JamesShawJr'}
Thomas Massie,1,{'sassywithmassie'}
Thomas Massie,1,"{'sassywithmassie', 'constitution'}"
Sean Patrick Maloney,0,{'Fatherconroy'}
Jeff Fortenberry,1,{'FAA'}
Matt Cartwright,0,{'weather'}
Rob Woodall,1,{'NSB2018'}
Joaquin Castro,0,"{'InterKoreanSummit', 'Russia'}"
Jackie Speier,0,{'FAA'}
Joaquin Castro,0,{'Russia'}
Louie Gohmert,1,"{'MuellerReport', 'ICYMI', 'GohmertDossier'}"
Adam Kinzinger,1,{'KoreaSummit'}
Trey Hollingsworth,1,{'DrugTakeBackDay'}
Susan W. Brooks,1,{'opioidcrisis'}
Jackie Speier,0,"{'Russia', 'Trump'}"
Kevin McCarthy,1,"{'TakeBackDay', 'OpioidEpidemic'}"
Donald Norcross,0,{'WorkersMemorialDay'}
Eliot Engel,0,{'Bronx'}
Susan W. Brooks,1,{'crumbs'}
Tom Emmer,1,{'IWMD18'}
Thomas Massie,1,"{'SpeakerJordan', 'ampFW'}"
Justin Amash,1,{'MakeLibertyWin'}
Justin Amash,1,{'MakeLibertyWin'}
Lloyd Doggett,0,{'SA300'}
Hakeem Jeffries,0,{'Decency'}
Sean Patrick Maloney,0,{'MiddayMagazine'}
Randy Weber,1,"{'2018FarmBill', 'FlyoverNancy'}"
Mark Walker,1,{'Greensboro'}
Steve Scalise,1,{'SmallBusinessWeek'}
Scott DesJarlais,1,{'SmallBusinessWeek'}
Joe Wilson,1,"{'SmallBiz', 'TaxCutsandJobsAct'}"
Blaine Luetkemeyer,1,{'SmallBusinessWeek'}
Steve Scalise,1,{'NewOrleans'}
Mark Walker,1,"{'NCFarmBureau', 'thankncfarmers'}"
Dina Titus,0,"{'OnlyInDistrict1', 'SmallBusinessWeek'}"
Steve Scalise,1,{'SmallBusinessWeek'}
Jeff Fortenberry,1,{'SmallBusinessWeek'}
Eliot Engel,0,{'TypeNone'}
Lloyd Doggett,0,{'SA300'}
Steve Cohen,0,"{'ThankYouCecile', 'Memphis', 'WomensRights', 'ReproductiveHealth'}"
Ann Wagner,1,{'SmallBusinessWeek'}
Bill Johnson,1,"{'TaxCutandJobsAct', 'SmallBusinessWeek'}"
Richard Hudson,1,{'NationalFosterCareDay'}
Lloyd Doggett,0,{'SA300'}
Grace Meng,0,"{'AAPI', 'APAHM2018'}"
Sheila Jackson Lee,0,{'FosterYouthVoices'}
Joyce Beatty,0,"{'SmallBizWeek', 'StatOfTheDay'}"
John Garamendi,0,{'MayDay'}
Robert Aderholt,1,{'MAGA'}
Blaine Luetkemeyer,1,{'SmallBusinessWeek'}
Louie Gohmert,1,{'Mueller'}
Nancy Pelosi,0,"{'ProtectOurCare', 'GOPTaxScam'}"
Susan W. Brooks,1,{'IN05'}
Dina Titus,0,"{'InternationalWorkersDay', 'healthcare', 'DistrictOne', 'fairwages', 'secureretirement'}"
Lloyd Doggett,0,"{'gunsafety', 'MarchForOurLives'}"
Sheila Jackson Lee,0,{'ABetterDeal'}
Eliot Engel,0,{'InternationalWorkersDay'}
Suzanne Bonamici,0,{'Sudan'}
Jeff Fortenberry,1,{'Lincoln'}
Katherine Clark,0,"{'MetroHousingForum', 'OurHomesOurVoices'}"
Tom Graves,1,{'ACDC'}
Tom Graves,1,{'ACDC'}
Nancy Pelosi,0,{'PollutingPruitt'}
Katherine Clark,0,{'OurHomesOurVoices'}
Scott DesJarlais,1,{'NobelPeaceAward'}
David Rouzer,1,{'USCG'}
Hakeem Jeffries,0,{'Resist'}
Steve Cohen,0,"{'Collusion', 'PruittCorruption', 'SubpeonaTrump', 'Memphis', 'BootPruitt', 'EPA', 'CNN', 'MuellerInvestigation', 'TrumpRussia'}"
Bennie G. Thompson,0,{'recess'}
Steve Cohen,0,"{'PruittCorruption', 'BootPruitt', 'EPA'}"
Mike Quigley,0,{'Chicago'}
Joe Wilson,1,"{'disaster', 'SmallBusinessWeek'}"
Lloyd Doggett,0,"{'DACA', 'Dreamers'}"
Lloyd Doggett,0,{'Dreamers'}
Trey Hollingsworth,1,{'IN9'}
Suzanne Bonamici,0,{'AimHigher'}
Ann Wagner,1,{'NeverForgotten'}
Mark Takano,0,"{'standwithstudents', 'highered'}"
Joaquin Castro,0,{'DACA'}
Joaquin Castro,0,{'DianteYarber'}
Marcy Kaptur,0,{'TakeBackDay'}
Judy Chu,0,{'TitleX'}
Dina Titus,0,{'MilitaryAppreciationMonth'}
Suzanne Bonamici,0,"{'Oregon', 'Portland', 'SmallBusiness'}"
Joaquin Castro,0,{'digitaldivide'}
Mark Walker,1,{'HBCU'}
Jeff Fortenberry,1,{'SmallBusinessWeek'}
Jeff Fortenberry,1,{'Nebraska'}
Tom Reed,1,{'diabetes'}
Steve Cohen,0,"{'Mueller', 'ProtectMueller', 'ProtectRosenstein', 'RudyGiuliani', 'Giuliani'}"
Jeff Fortenberry,1,{'NationalDayOfPrayer'}
Tom Emmer,1,{'NationalDayofPrayer'}
Richard Hudson,1,{'NationalDayOfPrayer'}
Susan W. Brooks,1,{'TaxCutsandJobsAct'}
Dina Titus,0,{'NotAWasteland'}
Tom Emmer,1,{'MINERact'}
Steve King,1,{'NationalDayofPrayer'}
Jeff Fortenberry,1,{'SmallBusinessWeek'}
Will Hurd,1,{'McDannaldFire'}
John Garamendi,0,{'OrovilleDam'}
Steve Scalise,1,{'NationalDayOfPrayer'}
Mario Diaz-Balart,1,"{'Venezuela', 'NorthKorea', 'WorldPressFreedomDay2018', 'Cuba', 'Nicaragua'}"
Adam Kinzinger,1,{'WorldPressFreedomDay'}
Steve Cohen,0,"{'Giuliani', 'RudyGiuliani'}"
Joyce Beatty,0,{'MilitaryAppreciationMonth'}
Sean Patrick Maloney,0,{'FarmBill'}
Susan W. Brooks,1,{'Raceto5G'}
Ann Wagner,1,{'NationalDayOfPrayer'}
Joyce Beatty,0,{'SmallBiz'}
Joyce Beatty,0,{'WorldPressFreedomDay'}
Mark Walker,1,{'NationalDayOfPrayer'}
Mark Walker,1,{'NationalDayOfPrayer'}
Hakeem Jeffries,0,{'Resist'}
Lloyd Doggett,0,"{'SmallBiz', 'SmallBusinessWeek', 'GOPTaxScam'}"
Steve Cohen,0,"{'Mueller', 'Giuliani', 'Resign', 'Resistance', 'Trump'}"
Richard Hudson,1,{'OpioidCrisis'}
Eliot Engel,0,{'Trumpcare'}
Susan W. Brooks,1,{'TaxReform'}
Mario Diaz-Balart,1,{'US'}
Judy Chu,0,{'EnoughIsEnough'}
Mike Quigley,0,"{'NetNeutrality', 'SmallBiz', 'SmallBusinessWeek'}"
Katherine Clark,0,{'Melrose'}
Sheila Jackson Lee,0,"{'NRAConvention', 'WaffleHouseShooting'}"
Lloyd Doggett,0,"{'SmallBiz', 'SmallBusinessWeek'}"
Dina Titus,0,{'CDBG'}
Brian Higgins,0,"{'USACE', 'Buffalo'}"
Denny Heck,0,{'ProtectOurCare'}
Denny Heck,0,{'GOPTaxScam'}
Brian Higgins,0,{'Buffalo'}
Sheila Jackson Lee,0,"{'RejectTheNRA', 'NRAAM'}"
Sheila Jackson Lee,0,"{'NRAConvention', 'WaffleHouseShooting'}"
Sheila Jackson Lee,0,"{'NRAConvention', 'WaffleHouseShooting'}"
Sheila Jackson Lee,0,{'FatherConroy'}
Grace Meng,0,"{'Honduras', 'Hondurans'}"
Rob Woodall,1,{'SmallBusinessWeek'}
André Carson,0,{'ProtectOurCare'}
Mark DeSaulnier,0,{'NRAAM'}
Richard Hudson,1,"{'2A', 'concealedcarry'}"
Tom Reed,1,{'delLagoNY'}
Dina Titus,0,{'AmericanPromiseAct'}
Richard Hudson,1,{'2A'}
Dina Titus,0,"{'VegasBorn', 'GoKnightsGo'}"
Grace Meng,0,"{'Queens', 'SmallBusinessWeek'}"
Nancy Pelosi,0,{'Trumpcare'}
Dina Titus,0,"{'TUNEIN', 'GunViolencePrevention', 'RussiaInvestigation', 'Trump'}"
Albio Sires,0,{'NJ08'}
Sean Patrick Maloney,0,"{'holocaust', 'HolocaustMemorialDay'}"
Lloyd Doggett,0,"{'SmallBiz', 'SmallBusinessWeek'}"
Grace Meng,0,{'CincoDeMayo'}
Brenda Lawrence,0,{'Trumpcare'}
Dina Titus,0,{'CincodeMayo'}
Thomas Massie,1,{'Omnibus'}
Hakeem Jeffries,0,{'Enough'}
Richard Hudson,1,"{'NASCAR', 'MonsterMile', 'NASCARonFS1'}"
Bobby L. Rush,0,"{'AllOfUs', 'NIH'}"
Bobby L. Rush,0,"{'AllOfUs', 'NIH'}"
Bobby L. Rush,0,"{'AllOfUs', 'NIH'}"
Bobby L. Rush,0,"{'AllOfUs', 'NIH'}"
Joyce Beatty,0,{'ABetterDeal'}
Joyce Beatty,0,"{'NationalHousingWeekofAction', 'OurHomesOurVoices'}"
Dina Titus,0,"{'MentalHealthAwarenessMonth', 'BreakTheStigma'}"
Bennie G. Thompson,0,{'Trumpcare'}
Susan W. Brooks,1,{'TaxCutsandJobsAct'}
Will Hurd,1,{'JROTC'}
Joyce Beatty,0,"{'IndependentLiving', 'affordablehousing'}"
Lloyd Doggett,0,{'TrumpTax'}
Joe Wilson,1,{'skillsgap'}
Kevin McCarthy,1,{'TaxCutsandJobsAct'}
Kevin McCarthy,1,"{'TaxCutsAndJobsAct', 'SmallBusinessWeek'}"
Brian Babin,1,{'AtlasV'}
Eliot Engel,0,"{'ForeignServiceDay', 'America'}"
Eliot Engel,0,"{'America', 'development', 'diplomats'}"
John Garamendi,0,{'IranDeal'}
Rosa DeLauro,0,{'TrumpTax'}
Mario Diaz-Balart,1,{'Hialeahhigh'}
Joaquin Castro,0,"{'Mueller', 'GinaHaspel'}"
Mario Diaz-Balart,1,{'Venezuela'}
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Nancy Pelosi,0,{'GOPTaxScam'}
Susan W. Brooks,1,{'IN05'}
Will Hurd,1,{'ICYMI'}
Nancy Pelosi,0,"{'PlaybookInterview', 'GOPTaxScam'}"
Nancy Pelosi,0,"{'PlaybookInterview', 'ABetterDeal'}"
Nancy Pelosi,0,{'PlaybookInterview'}
Joyce Beatty,0,{'CBCDemandsJustice'}
Lloyd Doggett,0,"{'2020Census', 'EveryoneCounts'}"
Brenda Lawrence,0,"{'2020Census', 'EveryoneCounts'}"
Katherine Clark,0,"{'2020Census', 'EveryoneCounts'}"
Bennie G. Thompson,0,"{'2020Census', 'EveryoneCounts'}"
José E. Serrano,0,"{'2020Census', 'EveryoneCounts'}"
Nancy Pelosi,0,"{'2020Census', 'EveryoneCounts'}"
Trent Kelly,1,{'GOP'}
Susan W. Brooks,1,{'SubOversight'}
Tom Graves,1,{'rescissions'}
Alcee L. Hastings,0,{'ThankATeacher'}
John Garamendi,0,{'IranDeal'}
Lloyd Doggett,0,{'TeacherAppreciationDay'}
Rosa DeLauro,0,"{'BabyCaucus', 'StrollingThunder', 'Connecticut', 'ThinkBabies'}"
Will Hurd,1,{'stateofdistrict23'}
Sheila Jackson Lee,0,{'NetNeutrality'}
Scott DesJarlais,1,"{'BeBest', 'FakeNews'}"
Sheila Jackson Lee,0,{'ThankATeacher'}
Sheila Jackson Lee,0,{'netneutrality'}
Joyce Beatty,0,{'SNAP'}
Steve Scalise,1,{'TaxReform'}
Steve Scalise,1,"{'lawx', 'HurricanePrep', 'mswx', 'MSPrepares'}"
Robin Kelly,0,{'TeacherAppreciationDay'}
Rosa DeLauro,0,{'SNAP'}
José E. Serrano,0,{'IranDeal'}
Katherine Clark,0,"{'CutsHurt', 'OurHomesOurVoices'}"
Markwayne Mullin,1,{'42CFRPart2'}
Robin Kelly,0,{'twill'}
Eliot Engel,0,"{'IranDeal', 'Trump'}"
Sean Patrick Maloney,0,"{'MiddleEast', 'POTUS', 'nuclearweapon'}"
Sean Patrick Maloney,0,{'nuclearweapon'}
Sean Patrick Maloney,0,{'IranDeal'}
Trent Kelly,1,{'MS01'}
Eliot Engel,0,{'IranDeal'}
Eliot Engel,0,{'IranDeal'}
Robin Kelly,0,{'IranDeal'}
Scott DesJarlais,1,{'BeBest'}
Mike Quigley,0,"{'Iran', 'IranDeal'}"
John Garamendi,0,{'IranDeal'}
Mike Quigley,0,"{'NorthKorea', 'IranDeal'}"
André Carson,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Mike Quigley,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Robin Kelly,0,{'CBCDemandsJustice'}
Denny Heck,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Denny Heck,0,{'IranDeal'}
Marcy Kaptur,0,{'IranDeal'}
Albio Sires,0,{'NJ08'}
