name,partisan_score,hashtags
Jeff Fortenberry,1,{'pork'}
Rosa DeLauro,0,{'NAFTA'}
Sheila Jackson Lee,0,{'RejectHR5682'}
Doug Collins,1,{'IntellectualProperty'}
Alcee L. Hastings,0,{'VF30in30'}
Doug Collins,1,{'FIRSTSTEPAct'}
Kevin McCarthy,1,{'Hoosier'}
Seth Moulton,0,{'ky06'}
Sheila Jackson Lee,0,{'RejectHR5682'}
Joyce Beatty,0,"{'CARDAct', 'consumersfirst'}"
Donald Norcross,0,{'GOPTaxScam'}
Richard Hudson,1,{'opioid'}
Susan W. Brooks,1,{'RightToTry'}
Katherine Clark,0,{'ABetterDeal'}
Suzanne Bonamici,0,"{'forprofitcolleges', 'civilrights'}"
John Garamendi,0,{'ShipUSA'}
Rosa DeLauro,0,"{'MostClosedCongress', 'ABetterDeal'}"
Martha Roby,1,{'VAMISSIONAct'}
Nancy Pelosi,0,{'DoddFrankRollBack'}
Alcee L. Hastings,0,{'GOPClosedCongress'}
Alcee L. Hastings,0,{'GOPClosedCongress'}
Mark Meadows,1,{'FreeSpeech'}
Alcee L. Hastings,0,"{'OpenDebate', 'GOPClosedCongress'}"
Jeff Fortenberry,1,{'meaningfulwork'}
Albio Sires,0,"{'Venezuela', 'Maduro'}"
Michael McCaul,1,{'STARAct'}
Doug Collins,1,{'FIRSTSTEPAct'}
Tom Graves,1,"{'S204', 'SOTU', 'RightToTry'}"
Tom Graves,1,{'FIRSTSTEPAct'}
Bill Johnson,1,{'HR5682'}
Tom Graves,1,"{'S2155', 'Relief4MainStreet', 'DoddFrank'}"
Tom Graves,1,{'S2155'}
Joyce Beatty,0,"{'BeattyTownHall', 'OH03'}"
Mark Walker,1,{'RightToTry'}
Mark Walker,1,"{'BREAKING', 'FIRSTSTEPAct'}"
Sean Patrick Maloney,0,{'Transgender'}
Mark DeSaulnier,0,{'DoddFrankRollBack'}
Steve King,1,{'SBAList'}
Joaquin Castro,0,{'FISA'}
Michael McCaul,1,{'ISIS'}
André Carson,0,{'WRDAworks'}
Susan W. Brooks,1,{'SubOversight'}
Kevin McCarthy,1,{'OpioidEpidemic'}
Scott DesJarlais,1,"{'2018FarmBill', 'FarmBill'}"
Richard Hudson,1,{'AAWXXIX'}
Richard Hudson,1,{'NDAA'}
Richard Hudson,1,{'AAWXXIX'}
Joaquin Castro,0,{'ZTE'}
Markwayne Mullin,1,"{'opiods', 'menshealth'}"
John Garamendi,0,{'ShipUSA'}
Ted Yoho,1,{'NorthKorea'}
John Garamendi,0,"{'SocialSecurity', 'Medicare'}"
Donald Norcross,0,{'GOPTaxScam'}
Justin Amash,1,{'HR5515'}
Albio Sires,0,{'Guatemala'}
Ken Calvert,1,"{'CalGuard', 'NDAA'}"
Ken Calvert,1,{'NDAA'}
Richard Hudson,1,{'Vetsonthehill'}
Nancy Pelosi,0,"{'EnoughisEnough', 'GunViolence'}"
John Garamendi,0,{'S2127'}
Denny Heck,0,{'ABetterDeal'}
Katherine Clark,0,"{'AppropriationsCommittee', 'domesticviolence'}"
Joaquin Castro,0,{'StandWithUKAgainstRussiaViolationsAct'}
Justin Amash,1,{'HR5515'}
Jeff Fortenberry,1,{'NDAA'}
Mark Takano,0,"{'DeafTalent', 'Deaf', 'NDAA', 'EqualityforAll'}"
Steve King,1,{'Savethe8th'}
Nancy Pelosi,0,{'PelosiTownHall'}
Kevin McCarthy,1,{'OpioidCrisis'}
Joaquin Castro,0,{'Democrats'}
Nancy Pelosi,0,"{'PelosiTownHall', 'GOPTaxScam'}"
Nancy Pelosi,0,{'PelosiTownHall'}
Rosa DeLauro,0,{'ProtectTitleX'}
Steve Cohen,0,{'Memphis'}
Mike Quigley,0,{'gunviolence'}
Eliot Engel,0,"{'NYActsOnClimate', 'ClimateSolutions'}"
Katherine Clark,0,"{'EnoughIsEnough', 'GunReform', 'EndGunViolence'}"
Adam Kinzinger,1,{'NDAA'}
Susan W. Brooks,1,{'opioidcrisis'}
Katherine Clark,0,{'MAEdu'}
Susan W. Brooks,1,{'troops'}
Thomas Massie,1,{'sassywithmassie'}
Susan W. Brooks,1,{'NDAA'}
Bill Johnson,1,{'NDAA'}
Joe Wilson,1,{'FY19NDAA'}
Rob Woodall,1,"{'WRDA', 'DoddFrankRollBack', 'NDAA'}"
Jim Cooper,0,{'BREAKING'}
Bobby L. Rush,0,{'GOPTaxScam'}
Mario Diaz-Balart,1,{'Taiwan'}
Sean Patrick Maloney,0,{'PTSD'}
Bill Johnson,1,{'NorthKorea'}
Bill Johnson,1,{'NorthKorea'}
David Rouzer,1,"{'WRDA', 'NC07', 'WRDAWorks', 'CarolinaBeach'}"
Kevin McCarthy,1,{'Veterans'}
Joaquin Castro,0,{'NorthKorea'}
Jeff Fortenberry,1,"{'NDAA', 'Defense'}"
Scott DesJarlais,1,{'Veterans'}
Scott DesJarlais,1,{'NDAA'}
Scott DesJarlais,1,{'Volunteers'}
Dina Titus,0,{'StanleyCup'}
Joaquin Castro,0,{'TitleX'}
Suzanne Bonamici,0,{'GreatRecession'}
Earl Blumenauer,0,{'FarmBill'}
David Rouzer,1,"{'NDAA', 'military'}"
David Rouzer,1,"{'NDAA', 'NC07', 'veterans', 'vets', 'military'}"
Jeff Fortenberry,1,{'Normandy'}
Ken Calvert,1,{'FY19NDAA'}
Jeff Fortenberry,1,{'NDAA'}
Ken Calvert,1,{'NDAA'}
Lee Zeldin,1,{'StrongLeadership'}
Eliot Engel,0,"{'NorthKoreaSummit', 'Trump'}"
Nancy Pelosi,0,{'GOPTaxScam'}
Brenda Lawrence,0,{'GOPTaxScam'}
Marcy Kaptur,0,{'GOPTaxScam'}
Tom Emmer,1,{'FarmBillFriday'}
Eliot Engel,0,{'BlackCube'}
Rosa DeLauro,0,{'Connecticut'}
Steve Cohen,0,"{'ICYMI', 'Trump'}"
Marcy Kaptur,0,{'Netneutrality'}
Marcy Kaptur,0,{'SaveTheNet'}
Susan W. Brooks,1,{'IN05'}
Joyce Beatty,0,{'NationalMissingChildrensDay'}
Nancy Pelosi,0,{'MeToo'}
Denny Heck,0,{'MemorialDayWeekend'}
Adam Kinzinger,1,"{'MissingChildrensDay', 'FBI'}"
Mario Diaz-Balart,1,"{'libertad', 'humanrights'}"
Mario Diaz-Balart,1,"{'LibertadParaCuba', 'Cuba', 'DerechosHumanos', 'LibertadParaArielRuiz'}"
Martha Roby,1,{'BetterSafeThanSorry'}
Mike Kelly,1,"{'mefloquine', 'tafenoquine'}"
Scott DesJarlais,1,"{'RegRelief', 'NDAA', 'S2155'}"
Dina Titus,0,"{'MemorialDayWeekend', 'LasVegas'}"
Eliot Engel,0,{'Barbados'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Susan W. Brooks,1,{'Noblesville'}
Mark Meadows,1,{'MemorialDayWeekend'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Joaquin Castro,0,{'WhereAreTheKids'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Richard Hudson,1,"{'SupportOurTroops', 'KnowYourMil'}"
Joaquin Castro,0,{'WhereAreTheChildren'}
Steve Cohen,0,"{'JoshHolt', 'Trump', 'Obama'}"
Mario Diaz-Balart,1,"{'ColombiaDecide', 'Colombia'}"
Joaquin Castro,0,{'WhereAreTheChildren'}
Will Hurd,1,"{'STEM', 'ACERace'}"
Richard Hudson,1,"{'MemorialDayWeekend2018', 'CocaCola600'}"
Joaquin Castro,0,{'WhereAreTheChildren'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Mark Walker,1,{'charterschool'}
Mario Diaz-Balart,1,"{'ColombiaDecide', 'Colombia'}"
Richard Hudson,1,"{'NASCAR', 'CocaCola600'}"
Joaquin Castro,0,"{'CityHall', 'WhereAreTheChildren'}"
Jeff Fortenberry,1,{'MemorialDay'}
Richard Hudson,1,"{'HonorThem', 'MemorialDay'}"
Albio Sires,0,{'MemorialDay'}
Bennie G. Thompson,0,{'MemorialDay'}
Nancy Pelosi,0,{'MemorialDay'}
Ken Calvert,1,{'MemorialDay'}
Mark Takano,0,{'MemorialDay'}
Mike Quigley,0,{'MemorialDay'}
Dina Titus,0,{'SpellingBee'}
Hakeem Jeffries,0,{'ABetterDeal'}
Justin Amash,1,{'SpendingTracker'}
Grace Meng,0,"{'MenstruationMatters', 'MenstrualHygieneDay'}"
Susan W. Brooks,1,{'wearewest'}
Dina Titus,0,"{'spellingbee', 'speller282'}"
Joe Wilson,1,{'TaxReform'}
Joaquin Castro,0,{'endalz'}
Nancy Pelosi,0,{'PuertoRico'}
Joaquin Castro,0,{'WhereAreTheChildren'}
Suzanne Bonamici,0,{'529Day'}
Suzanne Bonamici,0,{'WhereAreTheChildren'}
Sheila Jackson Lee,0,"{'Women', 'ValerieJarrett'}"
Joaquin Castro,0,{'FamiliesBelongTogether'}
Suzanne Bonamici,0,{'LGBTQseniors'}
Kevin McCarthy,1,"{'TaxReform', 'TaxCutsandJobsAct'}"
Denny Heck,0,{'FBI'}
Bill Foster,0,"{'FamiliesBelongTogether', 'WhereAreTheChildren'}"
Judy Chu,0,"{'FamiliesBelongTogether', 'WhereAreTheChildren'}"
Will Hurd,1,"{'coding', 'computerscience'}"
Rosa DeLauro,0,"{'wagegap', 'MomsEqualPay'}"
Marcy Kaptur,0,{'MomsEqualPay'}
Rosa DeLauro,0,"{'PaycheckFairnessAct', 'TalkPay', 'wagegap'}"
Donald Norcross,0,"{'ChildcareReform', 'PaidFamilyLeave', 'PaycheckFairnessAct', 'MomsEqualPay', 'PaidSickDays', 'RaiseTheWage'}"
Rosa DeLauro,0,"{'childcare', 'EqualPay', 'paidleave', 'paidsickdays', 'PaycheckFairnessAct'}"
Ruben Gallego,0,{'GrandCanyon'}
Brian Higgins,0,{'CompassionInAction'}
Daniel Webster,1,{'RightToTry'}
Mario Diaz-Balart,1,"{'Ortega', 'Nicaragua'}"
Mark Meadows,1,{'RightToTry'}
Eliot Engel,0,"{'PaycheckFairnessAct', 'MomsEqualPay'}"
Susan W. Brooks,1,{'SubHealth'}
Grace Meng,0,"{'Childcare', 'PaidSickDays', 'MomsEqualPay', 'PaidLeave'}"
Mark DeSaulnier,0,"{'childcare', 'raisethewage', 'paidsickdays', 'PaycheckFairnessAct', 'MomsEqualPay', 'paidfamilyleave'}"
Mark Meadows,1,{'WNC'}
Dina Titus,0,{'OnlyInDistrict1'}
Dina Titus,0,"{'goknightsgo', 'nocaps'}"
Lloyd Doggett,0,{'WearOrange'}
Mike Quigley,0,{'HealthCare'}
Joaquin Castro,0,"{'FamiliesBelongTogether', 'RallyForOurChildren'}"
Denny Heck,0,{'FamiliesBelongTogether'}
Joaquin Castro,0,{'SantaFe'}
Dina Titus,0,{'FamiliesBelongTogether'}
Will Hurd,1,"{'Texas', 'AmericaLeads'}"
Jim Cooper,0,{'MatthewCharles'}
Mark DeSaulnier,0,"{'HappeningNow', 'YgnacioValleyHigh'}"
Joaquin Castro,0,"{'HLN', 'FamiliesBelongTogether', 'SanAntonio', 'RallyForOurChildren', 'MichaeLA'}"
Jackie Speier,0,{'ERANow'}
Ken Calvert,1,"{'NDAA', 'DoddFrank'}"
Jackie Speier,0,{'Medicare'}
Tom Reed,1,{'NY23'}
Joaquin Castro,0,{'RallyForOurChildren'}
Sheila Jackson Lee,0,{'CriminalJusticeReform'}
Dina Titus,0,{'PollutingPruitt'}
Robin Kelly,0,"{'dosomething', 'gunviolence', 'HonorWithAction'}"
Hakeem Jeffries,0,"{'ARawDeal', 'ABetterDeal'}"
Adam Kinzinger,1,{'PK70'}
Jeff Fortenberry,1,{'NationalTrailsDay'}
Denny Heck,0,{'WA10'}
Will Hurd,1,{'SanElizario'}
Mark Takano,0,{'WearOrange'}
Bill Foster,0,{'energy'}
Dina Titus,0,{'FamiliesBelongTogether'}
Mark Walker,1,{'outnumberedot'}
Albio Sires,0,"{'Ortega', 'Nicaragua'}"
Bill Johnson,1,"{'JobsReport', 'TaxReform'}"
Joaquin Castro,0,{'NorthKorea'}
Joyce Beatty,0,{'ABetterDeal'}
Bobby L. Rush,0,{'FamiliesBelongTogether'}
Grace Meng,0,{'FamiliesBelongTogether'}
Bobby L. Rush,0,{'FamiliesBelongTogether'}
Earl Blumenauer,0,"{'ParisAgreement', 'ActOnClimate', 'StillIn'}"
Alcee L. Hastings,0,{'WearOrange'}
Mike Quigley,0,"{'StonewallRiots', 'PrideMonth', 'equalrights'}"
Mike Quigley,0,"{'LGBTQ', 'PrideMonth'}"
Mark Walker,1,{'OpportunityZones'}
Ken Calvert,1,{'TaxReform'}
Sean Patrick Maloney,0,{'HudsonValley'}
Albio Sires,0,{'FamiliesBelongTogether'}
Albio Sires,0,{'FamiliesBelongTogether'}
Mike Quigley,0,{'Pride'}
Eliot Engel,0,"{'LGBTQ', 'PrideMonth', 'equality'}"
Tom Reed,1,"{'ScrippsNationalSpellingBee', 'NY23'}"
Earl Blumenauer,0,"{'WearOrange', 'EndGunViolence'}"
Justin Amash,1,"{'ampFW', 'FreedomFighter'}"
Justin Amash,1,{'MatthewCharles'}
Raul Ruiz,0,{'NationalTrailsDay'}
Robin Kelly,0,"{'gunviolence', 'HonorWithAction'}"
Robin Kelly,0,"{'RooneyRule', 'techaccountabilitycaucus', 'techequity'}"
Dina Titus,0,"{'goknightsgo', 'knightime', 'vegasborn'}"
Michael McCaul,1,"{'NationalCancerSurvivorsDay', 'STARAct'}"
Steve Cohen,0,"{'ObstructionOfJustice', 'pardon', 'Trump', 'Pardons'}"
Hakeem Jeffries,0,{'FakeSummit'}
Sean Patrick Maloney,0,{'MasterpieceCakeshop'}
Mark Meadows,1,{'500days'}
Adam Kinzinger,1,"{'Iran', 'IranDeal'}"
Eliot Engel,0,"{'EqualityAct', 'Masterpiece', 'SCOTUS', 'opentoall'}"
Susan W. Brooks,1,{'BREAKING'}
Judy Chu,0,"{'MasterpieceCakeshop', 'SCOTUS', 'PrideMonth'}"
André Carson,0,{'MasterpieceCakeshop'}
Mark DeSaulnier,0,"{'MasterpieceCakeshop', 'LoveisLove'}"
Mark Takano,0,"{'EqualityActNow', 'OpenToAll'}"
Denny Heck,0,"{'EqualityAct', 'MasterpieceCakeShop'}"
Mario Diaz-Balart,1,"{'humanrights', 'TiananmenSquare'}"
Nancy Pelosi,0,{'NoOneAboveTheLaw'}
Suzanne Bonamici,0,"{'LGBTQ', 'OpenToAll'}"
Matt Cartwright,0,"{'EqualityAct', 'LGBT'}"
Katherine Clark,0,"{'OpenToAll', 'MasterpieceCakeshop', 'LGBTQ', 'SCOTUS'}"
Suzanne Bonamici,0,"{'Masterpiece', 'SCOTUS'}"
Alcee L. Hastings,0,{'ENDALZ'}
Marcy Kaptur,0,"{'honored', 'Veterans', 'VETS'}"
Ruben Gallego,0,"{'PuertoRico', 'HurricaneMaria'}"
Ruben Gallego,0,{'SaveLWCF'}
Brian Higgins,0,"{'GrowWithGoogle', 'Buffalo'}"
Jeff Fortenberry,1,"{'cleanwater', 'vets'}"
Sheila Jackson Lee,0,"{'collusion', 'TrumpRussiaCollusion', 'ABetterDeal'}"
Kevin McCarthy,1,{'TaxReform'}
Bobby L. Rush,0,{'PollutingPruitt'}
Katherine Clark,0,{'BIO2018'}
Katherine Clark,0,"{'BIO2018', 'LifeSciences', 'MA5'}"
Denny Heck,0,{'MSEEZ'}
Katherine Clark,0,{'BIO2018'}
Mike Kelly,1,{'Tesla'}
Joaquin Castro,0,"{'Guatemala', 'volcano'}"
Katherine Clark,0,"{'mapoli', 'Brighton'}"
Jackie Speier,0,"{'reprorights', 'SCOTUS'}"
Donald Norcross,0,"{'NJ', 'JeffersonHealth', 'opioid'}"
Joaquin Castro,0,{'PuertoRico'}
Jackie Speier,0,"{'MasterpieceCakeshop', 'LGBTQ', 'OpentoAll'}"
Brian Higgins,0,"{'HUD', 'Buffalo'}"
Kevin McCarthy,1,{'PTSDAwarenessMonth'}
Louie Gohmert,1,{'Mueller'}
Sheila Jackson Lee,0,"{'Eagles', 'ikneel', 'BillOfRights', 'FlyEaglesFly'}"
Dina Titus,0,{'OnlyInDistrict1'}
Earl Blumenauer,0,{'VoteByMail'}
Mario Diaz-Balart,1,"{'Venezuela', 'Cuba', 'US'}"
Dina Titus,0,{'STEM'}
Jeff Fortenberry,1,{'Conservation'}
Hakeem Jeffries,0,{'ABetterDeal'}
Richard Hudson,1,{'AADDayReenactment'}
Robin Kelly,0,"{'WorldEnvironmentDay', 'jobs'}"
Jackie Speier,0,{'FamiliesBelongTogether'}
Mark Walker,1,{'taxreform'}
Mario Diaz-Balart,1,"{'SFL', 'Transport'}"
Steve Scalise,1,"{'Taxreform', 'regulatoryreform'}"
Scott DesJarlais,1,"{'Big6', 'StormTheHill'}"
Jeff Fortenberry,1,{'unemployment'}
Ruben Gallego,0,{'MasterpieceCakeshop'}
Alcee L. Hastings,0,"{'ProtectOurReefs', 'CHOW2018'}"
Steve Scalise,1,"{'SubHealth', 'STARAct'}"
Kevin McCarthy,1,{'TaxReform'}
Joaquin Castro,0,{'KeepFamiliesTogether'}
Joaquin Castro,0,"{'MilitaryCityUSA', 'TX20'}"
Kevin McCarthy,1,"{'TaxCutsandJobsAct', 'Colorado'}"
Michael McCaul,1,{'childhoodcancer'}
Mark Walker,1,"{'OpportunityZones', 'TaxCutsandJobsAct'}"
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Mario Diaz-Balart,1,"{'Venezuela', 'Maduro'}"
Lloyd Doggett,0,{'thankfultuesday'}
Louie Gohmert,1,"{'border', 'immigration'}"
David Rouzer,1,{'DDay'}
Nancy Pelosi,0,{'GOPTaxScam'}
Ruben Gallego,0,"{'PuertoRico', 'HurricaneMaria'}"
Bennie G. Thompson,0,{'GOPTaxScam'}
Rosa DeLauro,0,{'GOPTaxScam'}
Marcy Kaptur,0,{'GOPTaxScam'}
Bennie G. Thompson,0,"{'PuertoRico', 'HurricaneMaria'}"
Jeff Fortenberry,1,{'DDay'}
Joaquin Castro,0,{'PuertoRicoDeathToll'}
Bill Johnson,1,{'DDay'}
Mario Diaz-Balart,1,{'HurricanePrep'}
Susan W. Brooks,1,{'SubHealth'}
Brian Higgins,0,{'Buffalo'}
Judy Chu,0,{'GOPTaxScam'}
Susan W. Brooks,1,{'OpioidCrisis'}
Kathleen Rice,0,"{'NY04', 'DDay74'}"
Brian Higgins,0,{'Normandy'}
Bill Foster,0,{'DDay'}
Rosa DeLauro,0,{'CultureofCorruption'}
Bennie G. Thompson,0,{'PuertoRico'}
Bobby L. Rush,0,{'OTD'}
Jackie Speier,0,{'ERAnow'}
Joaquin Castro,0,"{'ImmigrantHeritageMonth', 'CelebrateImmigrants'}"
Bill Foster,0,{'ImmigrantHeritageMonth'}
Alcee L. Hastings,0,"{'ImmigrantHeritageMonth', 'IStandWithImmigrants'}"
Brenda Lawrence,0,"{'ImmigrantHeritageMonth', 'IStandWithImmigrants'}"
Nancy Pelosi,0,{'MostClosedCongress'}
Scott DesJarlais,1,{'DDay'}
Grace Meng,0,{'ImmigrationHeritageMonth'}
Doug Collins,1,{'VAMISSION'}
Mark Takano,0,"{'ImmigrantHeritageMonth', 'IStandWithImmigrants'}"
Sean Patrick Maloney,0,"{'saveLWCF', 'conservation'}"
Albio Sires,0,{'DDay74'}
Judy Chu,0,{'ImmigrantHeritageMonth'}
Ruben Gallego,0,{'GOPTaxScam'}
Adam Kinzinger,1,"{'veterans', 'VAMISSIONAct'}"
Matt Cartwright,0,{'ImmigrantHeritageMonth'}
Suzanne Bonamici,0,{'IStandWithImmigrants'}
Mike Quigley,0,{'EPA'}
Mike Quigley,0,"{'EPA', 'transparency'}"
Tom Emmer,1,{'VAMISSIONAct'}
Suzanne Bonamici,0,{'CHOW2018'}
Brenda Lawrence,0,"{'IHM2018', 'ImmigrantHeritageMonth', 'CelebrateImmigrants'}"
Jackie Speier,0,{'ERAnow'}
Mike Rogers,1,"{'Veterans', 'AL03'}"
Bill Johnson,1,"{'veterans', 'VAMISSIONAct'}"
David Rouzer,1,"{'WRDA', 'WRDAworks', 'CoastalCommunities'}"
David Rouzer,1,"{'WRDAWednesday', 'WRDAWorks'}"
Denny Heck,0,{'ImmigrantHeritageMonth'}
Denny Heck,0,{'ImmigrantHeritageMonth'}
Suzanne Bonamici,0,{'CHOW2018'}
Ann Wagner,1,{'Normandy'}
Ann Wagner,1,{'GreatestGeneration'}
Adam Kinzinger,1,{'nuclear'}
Ruben Gallego,0,"{'Arizona', 'congressperson'}"
Richard Hudson,1,{'VAMissionAct'}
Gus Bilirakis,1,{'VAMissionAct'}
Justin Amash,1,{'HR3249'}
Dina Titus,0,{'QueenOfTheHill'}
Marcy Kaptur,0,{'WorldCup2018'}
Ruben Gallego,0,{'LCVLobbyDay2018'}
Nancy Pelosi,0,{'RFK50'}
Will Hurd,1,{'SanAntonio'}
Daniel Webster,1,"{'WRDA', 'BreakingNews'}"
Hakeem Jeffries,0,{'ProtectDREAMers'}
Joaquin Castro,0,{'UnitedStates'}
Tom Emmer,1,{'CubaTrade'}
Tom Emmer,1,{'CubaTrade'}
Tom Emmer,1,{'CubaTrade'}
Tom Emmer,1,{'CubaTrade'}
Nancy Pelosi,0,{'HurricaneMaria'}
Bill Foster,0,{'HurricaneMaria'}
Katherine Clark,0,{'HurricaneMaria'}
John Garamendi,0,{'CoastGuard'}
Susan W. Brooks,1,{'SubHealth'}
Eliot Engel,0,"{'ThanksGriswold', 'reprohealth', 'GriswoldvCT', 'ProtectTitleX', 'birthcontrol'}"
Denny Heck,0,{'NoOneAboveTheLaw'}
Raul Ruiz,0,{'StormTheHill'}
Rosa DeLauro,0,"{'birthcontrol', 'GriswoldvCT'}"
Steve Cohen,0,"{'Emoluments', 'Trump', 'Constitution'}"
Joyce Beatty,0,"{'PaycheckFairnessAct', 'EqualPayAct'}"
Katherine Clark,0,{'GOPtaxscam'}
Rosa DeLauro,0,{'PaycheckFairnessAct'}
Rosa DeLauro,0,{'wagegap'}
Scott DesJarlais,1,{'Nope'}
Tom Emmer,1,{'SubDCCP'}
Nancy Pelosi,0,"{'PaycheckFairnessAct', 'EqualPay'}"
Doug Collins,1,"{'RTM2018', 'FirstStepAct'}"
Kathleen Rice,0,{'NY04'}
Bobby L. Rush,0,{'CensoringScience'}
Hakeem Jeffries,0,"{'FakeInfastructurePlan', 'TrumpCare', 'GOPTaxScam'}"
Joe Wilson,1,{'USCongress'}
Scott DesJarlais,1,{'s'}
Joaquin Castro,0,"{'QueenOfTheHill', 'immigration'}"
Dina Titus,0,{'nocaps'}
Dina Titus,0,"{'LasVegas', 'VegasBorn'}"
Denny Heck,0,{'Pride2018'}
Thomas Massie,1,{'SassywithMassie'}
Louie Gohmert,1,{'MuellerInvestigation'}
Nancy Pelosi,0,{'GOPTaxScam'}
Rosa DeLauro,0,{'GOPTaxScam'}
Eliot Engel,0,{'GOPTaxScam'}
Brian Higgins,0,{'veteran'}
Michael McCaul,1,{'STARAct'}
Bennie G. Thompson,0,{'GOPTaxScam'}
Jackie Speier,0,"{'G7Summit', 'G72018'}"
Suzanne Bonamici,0,{'veteran'}
Jeff Fortenberry,1,{'Budget2018'}
Ruben Gallego,0,{'veteran'}
Mario Diaz-Balart,1,"{'VOA', 'Nicaragua'}"
Sean Patrick Maloney,0,{'HudsonValley'}
Nancy Pelosi,0,{'ProtectOurCare'}
Bobby L. Rush,0,"{'ProtectOurCare', 'ABetterDeal'}"
Bobby L. Rush,0,"{'ProtetcOurCare', 'ABetterDeal'}"
Joe Wilson,1,{'CadillacTax'}
Michael McCaul,1,{'STARAct'}
Alcee L. Hastings,0,"{'ProtectOurCare', 'GOPTaxScam'}"
Earl Blumenauer,0,"{'MonumentsForAll', 'KeepItPublic', 'AntiquitiesAct'}"
Dina Titus,0,{'AntiquitiesAct'}
Hakeem Jeffries,0,{'ProtectOurCare'}
Suzanne Bonamici,0,{'TeenHealth'}
Suzanne Bonamici,0,{'WorldOceansDay'}
Ken Calvert,1,{'TaxReform'}
Eliot Engel,0,"{'SocialSecurity', 'Medicare'}"
Ruben Gallego,0,{'AntiquitiesAct'}
Will Hurd,1,{'FallBackFriday'}
Albio Sires,0,{'PrideMonth'}
John Garamendi,0,{'DidYouKnow'}
Jeff Fortenberry,1,{'G7'}
Joaquin Castro,0,{'FutureCaucus'}
Sheila Jackson Lee,0,{'RussiaCollusion'}
Nancy Pelosi,0,{'MAGA'}
Mike Kelly,1,{'auspol'}
Joaquin Castro,0,{'IGReport'}
Seth Moulton,0,{'EidMubarak'}
Susan W. Brooks,1,{'SubOversight'}
Judy Chu,0,{'Dreamers'}
Mike Quigley,0,{'SinclairTribuneMerger'}
Nancy Pelosi,0,{'ProtectDREAMers'}
Rosa DeLauro,0,"{'DACAversary', 'dreamers'}"
Judy Chu,0,{'EidMubarak'}
Suzanne Bonamici,0,"{'DACA', 'Dreamers'}"
Joyce Beatty,0,"{'SayWhat', 'OCCNoColor'}"
Scott DesJarlais,1,{'Resistance'}
Grace Meng,0,{'DACA'}
Rosa DeLauro,0,"{'ICYMI', 'HartfordLine'}"
Jeff Fortenberry,1,{'SmallBusiness'}
Mark Takano,0,{'FamiliesBelongTogether'}
Steve Cohen,0,"{'Comey', 'Trump'}"
Suzanne Bonamici,0,{'WEAAD18'}
Joyce Beatty,0,"{'ProtectDreamers', 'DACA'}"
Steve Scalise,1,{'CrisisNextDoor'}
Steve Cohen,0,"{'OIGReport', 'Trump'}"
Mario Diaz-Balart,1,"{'Colombia', 'colombiadecide'}"
Mario Diaz-Balart,1,"{'ColombiaDecide', 'Colombia'}"
Louie Gohmert,1,{'IGReport'}
Lloyd Doggett,0,{'FamiliesBelongTogether'}
Dina Titus,0,{'KeepFamiliesTogetherAct'}
Dina Titus,0,{'KeepFamiliesTogetherAct'}
Dina Titus,0,{'KeepFamiliesTogetherAct'}
Rosa DeLauro,0,{'PhotosoftheWeek'}
Suzanne Bonamici,0,{'EndFamilySeparation'}
Steve Scalise,1,{'CongressionalBaseballGame'}
Eliot Engel,0,{'FathersDay'}
Scott DesJarlais,1,{'ConflictedCounsel'}
Hakeem Jeffries,0,"{'KeepingFamiliesTogether', 'TheElizabethSeven'}"
Eliot Engel,0,{'FathersDay'}
Lloyd Doggett,0,{'DreamActNow'}
Steve Scalise,1,{'PhotosoftheWeek'}
Albio Sires,0,{'FathersDay'}
Adam Kinzinger,1,"{'dadjokes', 'FathersDay'}"
Brenda Lawrence,0,{'FathersDay'}
Dina Titus,0,{'KeepFamiliesTogether'}
Albio Sires,0,{'ICE'}
Joaquin Castro,0,{'FathersDay'}
Rob Woodall,1,{'FathersDay'}
Albio Sires,0,{'FamiliesBelongTogether'}
Katherine Clark,0,{'FathersDay'}
Louie Gohmert,1,{'FathersDay'}
Sheila Jackson Lee,0,"{'NotInMyName', 'FathersDayOfAction'}"
Sheila Jackson Lee,0,"{'NotInMyName', 'FathersDayofAction', 'KeepFamiliesTogether'}"
Adam Schiff,0,"{'FamiliesBelongTogether', 'FathersDay'}"
Scott DesJarlais,1,{'JustCause'}
Mario Diaz-Balart,1,"{'ColombiaDecide', 'Colombia'}"
Mario Diaz-Balart,1,{'ColombiaDecide'}
Matt Cartwright,0,{'KeepFamiliesTogether'}
Joaquin Castro,0,"{'FamilesBelongTogether', 'StopTheInhumanity'}"
Joyce Beatty,0,{'CbusPride'}
Alcee L. Hastings,0,{'FamilySeparation'}
Joaquin Castro,0,{'FamiliesBelongTogether'}
Joaquin Castro,0,{'FamiliesBelongTogether'}
Judy Chu,0,{'KeepFamiliesTogether'}
Joaquin Castro,0,{'FamiliesBelongTogether'}
Jackie Speier,0,{'Armenia'}
Judy Chu,0,{'LIVE'}
